gender,age,income_bracket,occupation_group,marital_status,investment_propensity,product_amt
남,50대,3000만원미만,서비스업,미혼,적극투자형,2328000
남,30대,10000만원미만,사무종사자,기혼,적극투자형,16124000
남,30대,3000만원미만,전문직,기혼,안정추구형,2835000
남,40대,5000만원미만,자영업,미혼,안정추구형,8562000
여,20대,3000만원미만,사무종사자,기혼,공격투자형,4113000
여,50대,3000만원미만,서비스업,미혼,위험중립형,2478000
남,60대,10000만원이상,자영업,미혼,위험중립형,19587000
남,30대,3000만원미만,자영업,기혼,위험중립형,4304000
여,20대,3000만원미만,서비스업,미혼,위험중립형,3222000
남,40대,1000만원미만,기타,기혼,안정추구형,919000
남,50대,10000만원미만,기타,기혼,적극투자형,10847000
여,50대,1000만원미만,전문직,기혼,공격투자형,1093000
여,40대,5000만원미만,기타,미혼,안정형,4122000
남,50대,5000만원미만,전문직,기혼,위험중립형,5706000
남,40대,3000만원미만,기타,미혼,공격투자형,1601000
남,50대,3000만원미만,기타,미혼,위험중립형,2499000
여,30대,10000만원미만,사무종사자,미혼,안정형,13756000
여,40대,3000만원미만,서비스업,기혼,공격투자형,2122000
여,60대,1000만원미만,사무종사자,기혼,공격투자형,1024000
남,30대,3000만원미만,서비스업,기혼,위험중립형,1747000
남,30대,5000만원미만,서비스업,기혼,안정형,4387000
여,40대,3000만원미만,사무종사자,기혼,안정추구형,2077000
남,30대,3000만원미만,기타,기혼,공격투자형,3804000
남,40대,3000만원미만,자영업,기혼,안정추구형,1963000
남,40대,3000만원미만,기타,미혼,안정형,2145000
남,40대,5000만원미만,자영업,미혼,안정추구형,7240000
여,50대,5000만원미만,자영업,기혼,안정추구형,2905000
여,50대,10000만원이상,사무종사자,기혼,위험중립형,16134000
여,60대,5000만원미만,전문직,미혼,적극투자형,6398000
남,30대,10000만원미만,기타,미혼,위험중립형,21478000
여,30대,5000만원미만,자영업,기혼,공격투자형,4910000
남,30대,3000만원미만,서비스업,기혼,위험중립형,2418000
남,40대,3000만원미만,기타,기혼,공격투자형,2545000
남,20대,3000만원미만,기타,기혼,공격투자형,2969000
여,50대,10000만원미만,기타,기혼,위험중립형,14708000
남,20대,1000만원미만,서비스업,기혼,안정형,495000
여,30대,5000만원미만,전문직,미혼,위험중립형,4717000
여,30대,3000만원미만,기타,기혼,공격투자형,3691000
남,50대,5000만원미만,사무종사자,기혼,위험중립형,5823000
여,60대,1000만원미만,자영업,미혼,공격투자형,855000
남,20대,5000만원미만,기타,기혼,공격투자형,16031000
남,50대,5000만원미만,자영업,기혼,안정형,3601000
여,60대,10000만원이상,기타,미혼,공격투자형,33714000
여,60대,10000만원미만,전문직,기혼,공격투자형,19358000
남,30대,10000만원미만,서비스업,기혼,적극투자형,13351000
여,40대,1000만원미만,서비스업,기혼,공격투자형,1640000
여,40대,5000만원미만,서비스업,기혼,안정추구형,9154000
여,30대,1000만원미만,전문직,기혼,공격투자형,856000
여,30대,5000만원미만,자영업,미혼,안정추구형,3874000
여,30대,10000만원이상,자영업,기혼,안정형,38346000
남,50대,3000만원미만,서비스업,기혼,안정형,4037000
남,40대,3000만원미만,사무종사자,기혼,안정형,2083000
여,50대,10000만원미만,기타,기혼,위험중립형,9661000
여,20대,10000만원이상,사무종사자,미혼,위험중립형,69061000
남,40대,1000만원미만,자영업,미혼,적극투자형,1417000
남,40대,10000만원미만,서비스업,기혼,안정추구형,10984000
남,60대,3000만원미만,서비스업,기혼,위험중립형,3773000
남,40대,10000만원이상,기타,기혼,위험중립형,26910000
남,50대,3000만원미만,전문직,기혼,위험중립형,2213000
남,50대,3000만원미만,전문직,기혼,안정형,2131000
남,50대,3000만원미만,사무종사자,기혼,적극투자형,3259000
남,20대,3000만원미만,자영업,기혼,공격투자형,3867000
여,30대,1000만원미만,전문직,기혼,공격투자형,1074000
남,40대,5000만원미만,기타,기혼,안정추구형,5800000
여,40대,10000만원미만,기타,미혼,안정추구형,19390000
남,40대,3000만원미만,서비스업,기혼,안정추구형,4365000
여,40대,3000만원미만,서비스업,기혼,위험중립형,3069000
여,40대,10000만원미만,전문직,미혼,공격투자형,12126000
여,50대,5000만원미만,서비스업,미혼,안정추구형,8586000
남,50대,5000만원미만,전문직,기혼,안정추구형,5843000
남,40대,10000만원미만,기타,미혼,위험중립형,15816000
여,20대,5000만원미만,전문직,기혼,안정형,4226000
남,50대,10000만원미만,전문직,미혼,위험중립형,20813000
남,40대,10000만원이상,기타,기혼,적극투자형,52586000
여,30대,10000만원미만,기타,기혼,위험중립형,15769000
남,30대,1000만원미만,사무종사자,기혼,안정형,832000
여,30대,10000만원미만,기타,미혼,안정추구형,28903000
남,20대,5000만원미만,사무종사자,미혼,안정형,6116000
여,50대,3000만원미만,서비스업,미혼,안정추구형,6352000
여,40대,10000만원이상,서비스업,미혼,안정형,26477000
여,50대,10000만원이상,자영업,기혼,안정추구형,45775000
남,40대,1000만원미만,기타,기혼,적극투자형,764000
남,40대,3000만원미만,자영업,기혼,안정형,1925000
남,60대,1000만원미만,자영업,미혼,위험중립형,799000
여,40대,5000만원미만,기타,기혼,안정형,5505000
남,40대,1000만원미만,기타,미혼,안정형,1041000
여,40대,10000만원이상,기타,미혼,적극투자형,19610000
남,50대,5000만원미만,전문직,기혼,안정형,3415000
여,20대,3000만원미만,자영업,미혼,공격투자형,2358000
남,30대,5000만원미만,기타,기혼,공격투자형,5843000
여,30대,5000만원미만,자영업,기혼,안정형,3537000
남,60대,10000만원이상,자영업,기혼,위험중립형,45801000
여,40대,5000만원미만,자영업,기혼,안정형,4409000
남,30대,5000만원미만,서비스업,기혼,안정형,4120000
여,30대,3000만원미만,전문직,기혼,적극투자형,6822000
여,30대,5000만원미만,전문직,기혼,안정추구형,9285000
남,30대,1000만원미만,자영업,미혼,안정추구형,471000
남,30대,3000만원미만,서비스업,기혼,안정형,4178000
남,60대,5000만원미만,사무종사자,미혼,적극투자형,4405000
여,20대,3000만원미만,전문직,기혼,적극투자형,2549000
남,50대,10000만원이상,사무종사자,미혼,적극투자형,56086000
남,40대,3000만원미만,기타,기혼,공격투자형,3914000
남,20대,10000만원이상,서비스업,기혼,적극투자형,39529000
남,20대,1000만원미만,자영업,기혼,위험중립형,354000
남,60대,5000만원미만,기타,기혼,적극투자형,6261000
남,40대,3000만원미만,서비스업,미혼,안정형,2090000
여,30대,1000만원미만,전문직,기혼,안정형,409000
여,20대,3000만원미만,사무종사자,기혼,적극투자형,1312000
여,20대,3000만원미만,기타,미혼,위험중립형,2071000
여,50대,10000만원미만,서비스업,미혼,안정추구형,12306000
여,20대,10000만원미만,서비스업,기혼,안정추구형,9753000
남,50대,3000만원미만,사무종사자,기혼,안정형,2631000
여,30대,1000만원미만,전문직,기혼,공격투자형,850000
남,30대,10000만원미만,사무종사자,기혼,위험중립형,11168000
남,40대,5000만원미만,사무종사자,기혼,안정형,6515000
남,50대,3000만원미만,사무종사자,미혼,위험중립형,4412000
여,50대,3000만원미만,기타,기혼,공격투자형,3794000
남,20대,5000만원미만,기타,미혼,공격투자형,4385000
남,30대,5000만원미만,자영업,미혼,안정형,6452000
남,30대,5000만원미만,자영업,미혼,적극투자형,6882000
여,30대,1000만원미만,서비스업,미혼,적극투자형,828000
남,40대,5000만원미만,서비스업,미혼,위험중립형,4591000
여,20대,10000만원이상,전문직,미혼,안정추구형,39208000
여,60대,3000만원미만,기타,미혼,위험중립형,2755000
여,60대,5000만원미만,자영업,미혼,안정형,6991000
여,30대,3000만원미만,서비스업,미혼,공격투자형,3781000
여,60대,3000만원미만,기타,미혼,안정형,830000
여,30대,5000만원미만,서비스업,미혼,공격투자형,6216000
여,30대,10000만원미만,자영업,기혼,적극투자형,13800000
남,60대,5000만원미만,전문직,기혼,공격투자형,9610000
남,30대,3000만원미만,전문직,미혼,공격투자형,1885000
남,50대,10000만원이상,기타,미혼,안정형,62681000
남,50대,10000만원이상,서비스업,기혼,적극투자형,54198000
여,50대,10000만원미만,서비스업,기혼,안정형,21690000
남,50대,3000만원미만,기타,미혼,안정추구형,3993000
여,40대,5000만원미만,자영업,미혼,적극투자형,3714000
남,40대,5000만원미만,기타,기혼,위험중립형,5692000
여,20대,10000만원이상,전문직,미혼,안정형,24953000
남,20대,10000만원미만,기타,기혼,안정형,13369000
남,40대,5000만원미만,사무종사자,기혼,안정형,6215000
여,60대,10000만원이상,서비스업,미혼,위험중립형,32596000
남,30대,1000만원미만,사무종사자,기혼,위험중립형,2019000
여,30대,3000만원미만,자영업,기혼,위험중립형,1275000
남,60대,3000만원미만,사무종사자,기혼,적극투자형,1776000
여,20대,5000만원미만,사무종사자,기혼,안정추구형,12716000
남,40대,5000만원미만,전문직,미혼,안정형,8251000
남,20대,1000만원미만,전문직,미혼,안정형,814000
여,30대,3000만원미만,전문직,기혼,위험중립형,2149000
남,60대,5000만원미만,기타,기혼,위험중립형,11388000
여,30대,5000만원미만,사무종사자,미혼,안정형,5926000
남,60대,3000만원미만,기타,미혼,공격투자형,2255000
여,50대,5000만원미만,자영업,미혼,적극투자형,5319000
남,40대,10000만원미만,전문직,기혼,적극투자형,25654000
여,20대,3000만원미만,기타,기혼,안정형,2884000
여,20대,1000만원미만,사무종사자,미혼,위험중립형,671000
여,40대,10000만원미만,기타,미혼,안정형,7394000
남,30대,10000만원이상,기타,기혼,안정형,49227000
여,40대,10000만원미만,기타,기혼,공격투자형,18729000
여,30대,3000만원미만,기타,기혼,공격투자형,3791000
여,30대,3000만원미만,자영업,미혼,위험중립형,3106000
여,20대,1000만원미만,기타,기혼,적극투자형,1394000
남,30대,5000만원미만,전문직,기혼,위험중립형,12055000
남,60대,5000만원미만,서비스업,미혼,적극투자형,5131000
여,30대,5000만원미만,서비스업,기혼,위험중립형,7978000
남,60대,10000만원미만,사무종사자,미혼,공격투자형,15608000
남,60대,10000만원미만,서비스업,기혼,적극투자형,14062000
남,50대,3000만원미만,전문직,기혼,위험중립형,1980000
남,40대,1000만원미만,기타,기혼,적극투자형,708000
여,40대,5000만원미만,기타,미혼,안정형,4023000
남,40대,1000만원미만,기타,미혼,적극투자형,492000
여,30대,5000만원미만,서비스업,기혼,공격투자형,4954000
남,30대,1000만원미만,서비스업,미혼,공격투자형,1098000
여,30대,5000만원미만,자영업,미혼,위험중립형,9006000
여,30대,10000만원이상,전문직,기혼,적극투자형,55128000
여,20대,5000만원미만,자영업,기혼,안정형,7878000
여,30대,3000만원미만,기타,기혼,적극투자형,2691000
여,60대,10000만원미만,사무종사자,미혼,안정추구형,9295000
여,50대,3000만원미만,기타,미혼,위험중립형,2798000
남,60대,3000만원미만,서비스업,기혼,적극투자형,4493000
남,20대,10000만원이상,자영업,기혼,안정추구형,41043000
남,50대,3000만원미만,사무종사자,기혼,위험중립형,3956000
남,30대,10000만원미만,서비스업,기혼,안정형,11737000
여,40대,1000만원미만,자영업,기혼,안정추구형,688000
여,60대,10000만원이상,서비스업,기혼,공격투자형,71883000
여,40대,1000만원미만,전문직,기혼,적극투자형,502000
여,60대,5000만원미만,기타,미혼,적극투자형,5302000
여,20대,1000만원미만,기타,기혼,적극투자형,1138000
남,50대,10000만원미만,자영업,기혼,안정추구형,10709000
여,30대,10000만원이상,기타,미혼,위험중립형,34343000
여,50대,10000만원이상,서비스업,미혼,공격투자형,48105000
여,30대,10000만원미만,자영업,기혼,안정추구형,10452000
여,50대,5000만원미만,전문직,기혼,안정형,3067000
남,30대,3000만원미만,자영업,기혼,안정형,4553000
남,50대,1000만원미만,전문직,기혼,안정추구형,699000
남,40대,5000만원미만,자영업,기혼,안정추구형,4220000
남,50대,3000만원미만,사무종사자,미혼,안정추구형,3355000
여,30대,5000만원미만,자영업,미혼,안정형,7751000
여,50대,1000만원미만,기타,기혼,안정형,451000
여,40대,1000만원미만,사무종사자,기혼,안정형,333000
남,30대,3000만원미만,자영업,기혼,위험중립형,2388000
여,40대,3000만원미만,서비스업,기혼,적극투자형,1442000
남,50대,10000만원이상,사무종사자,미혼,위험중립형,48844000
남,40대,3000만원미만,기타,기혼,안정형,1759000
남,40대,10000만원미만,기타,기혼,위험중립형,14131000
여,50대,5000만원미만,서비스업,기혼,적극투자형,3492000
남,30대,5000만원미만,전문직,기혼,안정형,2515000
여,30대,5000만원미만,서비스업,기혼,안정형,1834000
여,30대,10000만원이상,기타,기혼,위험중립형,48933000
여,60대,3000만원미만,전문직,미혼,안정추구형,1977000
남,20대,5000만원미만,서비스업,기혼,공격투자형,5279000
여,40대,10000만원미만,기타,미혼,적극투자형,7091000
여,40대,10000만원미만,기타,기혼,공격투자형,70896000
남,30대,10000만원이상,자영업,미혼,안정추구형,35992000
여,30대,5000만원미만,사무종사자,미혼,위험중립형,4557000
남,30대,10000만원미만,자영업,미혼,위험중립형,17356000
여,40대,10000만원미만,사무종사자,기혼,위험중립형,14299000
여,40대,3000만원미만,사무종사자,기혼,적극투자형,1710000
여,60대,10000만원미만,자영업,기혼,공격투자형,11734000
여,30대,3000만원미만,사무종사자,기혼,안정추구형,1936000
여,40대,3000만원미만,사무종사자,기혼,공격투자형,2044000
여,60대,1000만원미만,기타,미혼,공격투자형,1081000
남,30대,10000만원미만,전문직,기혼,안정추구형,22366000
여,50대,10000만원미만,서비스업,기혼,안정추구형,6961000
여,50대,1000만원미만,전문직,미혼,공격투자형,940000
여,20대,3000만원미만,사무종사자,기혼,안정추구형,1384000
여,30대,5000만원미만,사무종사자,미혼,공격투자형,5447000
여,60대,1000만원미만,자영업,기혼,안정추구형,707000
여,40대,3000만원미만,서비스업,미혼,적극투자형,1364000
여,30대,3000만원미만,기타,기혼,적극투자형,3156000
남,30대,1000만원미만,서비스업,미혼,안정추구형,575000
여,30대,5000만원미만,서비스업,미혼,안정형,7102000
남,60대,5000만원미만,자영업,미혼,적극투자형,10813000
남,20대,10000만원미만,기타,미혼,공격투자형,24057000
남,50대,3000만원미만,사무종사자,기혼,안정형,4131000
남,40대,3000만원미만,기타,미혼,위험중립형,3277000
남,60대,5000만원미만,사무종사자,미혼,적극투자형,10368000
여,50대,10000만원이상,전문직,미혼,공격투자형,28874000
남,30대,3000만원미만,사무종사자,기혼,위험중립형,2482000
여,30대,3000만원미만,사무종사자,미혼,안정추구형,2286000
여,60대,1000만원미만,전문직,미혼,적극투자형,402000
여,30대,10000만원미만,기타,기혼,공격투자형,9420000
여,50대,1000만원미만,서비스업,미혼,공격투자형,771000
여,50대,10000만원미만,자영업,기혼,공격투자형,14206000
여,60대,3000만원미만,자영업,기혼,공격투자형,4071000
남,30대,1000만원미만,자영업,미혼,위험중립형,1242000
여,30대,1000만원미만,서비스업,기혼,안정추구형,402000
여,30대,3000만원미만,자영업,미혼,적극투자형,1841000
남,30대,10000만원이상,기타,기혼,공격투자형,53786000
남,20대,3000만원미만,자영업,미혼,안정추구형,2401000
남,40대,5000만원미만,자영업,미혼,안정형,4275000
남,50대,3000만원미만,자영업,미혼,위험중립형,1101000
남,30대,10000만원이상,서비스업,기혼,안정형,29256000
남,50대,3000만원미만,서비스업,미혼,공격투자형,4320000
여,20대,3000만원미만,사무종사자,미혼,위험중립형,1653000
남,30대,10000만원미만,기타,기혼,적극투자형,20742000
여,30대,5000만원미만,사무종사자,기혼,공격투자형,7442000
남,20대,3000만원미만,자영업,미혼,안정추구형,2392000
여,50대,3000만원미만,자영업,기혼,안정추구형,1865000
여,50대,10000만원미만,자영업,미혼,위험중립형,32833000
남,30대,1000만원미만,자영업,기혼,공격투자형,741000
여,30대,5000만원미만,사무종사자,기혼,위험중립형,4227000
여,60대,1000만원미만,전문직,기혼,공격투자형,721000
남,50대,3000만원미만,서비스업,기혼,안정형,2213000
여,20대,3000만원미만,기타,미혼,위험중립형,2351000
남,30대,10000만원미만,사무종사자,기혼,안정추구형,18797000
여,20대,10000만원이상,기타,미혼,적극투자형,27208000
여,30대,10000만원미만,서비스업,기혼,위험중립형,16538000
여,50대,5000만원미만,기타,기혼,안정형,4833000
여,30대,3000만원미만,자영업,기혼,안정형,3498000
여,60대,10000만원이상,전문직,미혼,안정추구형,39219000
여,20대,10000만원미만,서비스업,미혼,적극투자형,9662000
남,60대,3000만원미만,사무종사자,미혼,안정형,1816000
여,20대,5000만원미만,전문직,기혼,안정추구형,5865000
남,40대,3000만원미만,기타,미혼,위험중립형,3201000
남,50대,1000만원미만,전문직,미혼,안정추구형,642000
남,50대,10000만원미만,서비스업,기혼,공격투자형,17869000
여,20대,10000만원미만,전문직,미혼,안정형,13053000
남,60대,3000만원미만,사무종사자,미혼,적극투자형,3456000
남,30대,3000만원미만,서비스업,기혼,적극투자형,2225000
남,40대,10000만원이상,자영업,기혼,적극투자형,33985000
여,60대,10000만원미만,사무종사자,미혼,적극투자형,7884000
여,40대,1000만원미만,서비스업,미혼,안정추구형,789000
여,30대,10000만원미만,전문직,미혼,안정형,12548000
남,30대,3000만원미만,기타,미혼,안정추구형,2431000
남,60대,10000만원이상,서비스업,미혼,위험중립형,15464000
남,30대,3000만원미만,전문직,기혼,적극투자형,2447000
여,40대,5000만원미만,자영업,미혼,공격투자형,10907000
여,30대,1000만원미만,서비스업,기혼,위험중립형,753000
남,30대,3000만원미만,자영업,기혼,공격투자형,3600000
여,20대,10000만원미만,기타,기혼,적극투자형,14711000
여,60대,5000만원미만,사무종사자,미혼,안정형,4686000
여,30대,10000만원미만,사무종사자,미혼,위험중립형,19671000
여,30대,10000만원미만,자영업,미혼,안정추구형,8928000
여,20대,5000만원미만,서비스업,기혼,공격투자형,2869000
여,20대,1000만원미만,서비스업,기혼,안정추구형,1275000
남,50대,5000만원미만,기타,미혼,안정형,4616000
여,40대,10000만원미만,서비스업,미혼,안정형,18014000
남,20대,5000만원미만,전문직,미혼,안정추구형,4928000
여,40대,3000만원미만,서비스업,기혼,안정추구형,2444000
여,50대,1000만원미만,사무종사자,기혼,적극투자형,864000
남,30대,1000만원미만,사무종사자,미혼,적극투자형,572000
남,50대,1000만원미만,사무종사자,미혼,안정추구형,629000
여,30대,1000만원미만,서비스업,기혼,적극투자형,681000
남,30대,10000만원이상,기타,미혼,안정형,76225000
남,60대,1000만원미만,사무종사자,미혼,위험중립형,463000
여,60대,3000만원미만,기타,기혼,안정형,2160000
남,60대,10000만원미만,전문직,기혼,안정추구형,18586000
남,30대,3000만원미만,사무종사자,기혼,안정형,2588000
남,50대,3000만원미만,자영업,미혼,위험중립형,3769000
여,50대,5000만원미만,자영업,미혼,공격투자형,8395000
여,60대,1000만원미만,서비스업,미혼,적극투자형,1195000
남,50대,3000만원미만,기타,기혼,공격투자형,2152000
남,60대,10000만원미만,서비스업,기혼,공격투자형,11855000
여,60대,5000만원미만,사무종사자,기혼,적극투자형,6046000
여,30대,10000만원미만,자영업,기혼,안정형,10537000
여,30대,5000만원미만,서비스업,기혼,안정추구형,6709000
남,30대,10000만원미만,기타,미혼,안정형,17058000
남,50대,10000만원미만,자영업,기혼,안정추구형,16265000
여,50대,10000만원미만,서비스업,기혼,안정형,12917000
남,40대,1000만원미만,사무종사자,미혼,안정추구형,784000
남,30대,10000만원미만,자영업,기혼,안정추구형,9326000
남,30대,5000만원미만,자영업,기혼,적극투자형,6002000
남,40대,3000만원미만,기타,기혼,공격투자형,3498000
남,50대,3000만원미만,사무종사자,미혼,안정추구형,3630000
남,60대,10000만원미만,자영업,기혼,공격투자형,14846000
남,20대,10000만원미만,자영업,기혼,적극투자형,14665000
여,40대,5000만원미만,사무종사자,기혼,적극투자형,8458000
여,40대,10000만원미만,전문직,기혼,공격투자형,13104000
여,50대,10000만원미만,전문직,기혼,안정추구형,14689000
남,40대,1000만원미만,사무종사자,기혼,위험중립형,945000
여,50대,5000만원미만,자영업,기혼,안정형,5410000
여,50대,3000만원미만,기타,미혼,공격투자형,1558000
남,20대,3000만원미만,전문직,미혼,위험중립형,2721000
남,50대,10000만원미만,사무종사자,미혼,위험중립형,10604000
여,20대,10000만원이상,자영업,미혼,적극투자형,23554000
여,60대,10000만원이상,사무종사자,미혼,위험중립형,42235000
남,30대,1000만원미만,서비스업,기혼,적극투자형,1794000
남,30대,3000만원미만,사무종사자,기혼,안정추구형,3057000
남,30대,5000만원미만,자영업,기혼,위험중립형,7093000
남,30대,3000만원미만,기타,기혼,공격투자형,3289000
남,20대,10000만원미만,사무종사자,기혼,적극투자형,15005000
남,40대,3000만원미만,자영업,미혼,위험중립형,3622000
남,40대,3000만원미만,자영업,미혼,안정추구형,1641000
남,30대,3000만원미만,기타,기혼,위험중립형,3207000
남,60대,3000만원미만,기타,기혼,적극투자형,2586000
남,20대,3000만원미만,자영업,기혼,위험중립형,3091000
여,40대,3000만원미만,서비스업,기혼,공격투자형,1852000
여,30대,1000만원미만,사무종사자,기혼,위험중립형,1128000
여,30대,10000만원미만,전문직,기혼,위험중립형,10194000
남,40대,3000만원미만,기타,기혼,적극투자형,2958000
여,40대,5000만원미만,사무종사자,기혼,공격투자형,11452000
여,30대,3000만원미만,서비스업,기혼,안정형,1935000
남,40대,10000만원이상,사무종사자,미혼,공격투자형,32471000
남,50대,10000만원미만,사무종사자,기혼,위험중립형,9311000
여,50대,1000만원미만,기타,미혼,위험중립형,676000
여,20대,10000만원미만,서비스업,미혼,위험중립형,7255000
여,60대,10000만원이상,전문직,미혼,위험중립형,37443000
남,20대,5000만원미만,서비스업,기혼,위험중립형,6077000
여,40대,3000만원미만,서비스업,기혼,안정형,1600000
여,40대,10000만원이상,전문직,미혼,안정추구형,43901000
여,50대,3000만원미만,사무종사자,미혼,공격투자형,8168000
남,50대,10000만원이상,사무종사자,미혼,안정추구형,27726000
남,40대,10000만원미만,기타,기혼,안정형,14055000
남,60대,3000만원미만,사무종사자,미혼,안정형,3102000
남,30대,5000만원미만,기타,미혼,위험중립형,4485000
남,40대,3000만원미만,전문직,기혼,공격투자형,4480000
남,30대,5000만원미만,기타,기혼,공격투자형,12510000
여,30대,1000만원미만,전문직,기혼,안정형,452000
여,50대,10000만원미만,사무종사자,기혼,안정형,18155000
여,60대,3000만원미만,전문직,기혼,위험중립형,2469000
남,20대,1000만원미만,전문직,미혼,공격투자형,1221000
남,60대,1000만원미만,서비스업,기혼,위험중립형,711000
남,40대,1000만원미만,사무종사자,기혼,공격투자형,991000
여,60대,1000만원미만,기타,기혼,위험중립형,617000
여,30대,10000만원미만,전문직,기혼,위험중립형,15061000
여,40대,1000만원미만,사무종사자,기혼,공격투자형,756000
남,60대,10000만원미만,기타,기혼,안정형,20615000
여,40대,10000만원미만,자영업,미혼,공격투자형,17575000
남,20대,10000만원미만,서비스업,미혼,적극투자형,10202000
여,60대,3000만원미만,자영업,기혼,적극투자형,2821000
여,30대,5000만원미만,서비스업,기혼,안정형,3723000
여,60대,3000만원미만,서비스업,기혼,위험중립형,2710000
여,40대,5000만원미만,전문직,기혼,공격투자형,7761000
여,40대,10000만원이상,전문직,기혼,안정형,25371000
남,30대,3000만원미만,전문직,미혼,안정형,3732000
여,40대,5000만원미만,전문직,기혼,적극투자형,6966000
여,40대,1000만원미만,전문직,미혼,위험중립형,943000
여,30대,10000만원미만,자영업,미혼,공격투자형,27895000
여,20대,3000만원미만,서비스업,기혼,적극투자형,958000
여,30대,3000만원미만,자영업,기혼,안정형,2107000
여,40대,10000만원미만,사무종사자,기혼,적극투자형,15189000
여,40대,10000만원미만,서비스업,미혼,적극투자형,20067000
여,60대,3000만원미만,자영업,기혼,위험중립형,2339000
남,60대,5000만원미만,전문직,기혼,적극투자형,9268000
여,30대,5000만원미만,사무종사자,기혼,위험중립형,4968000
여,20대,1000만원미만,기타,기혼,안정추구형,758000
여,30대,3000만원미만,자영업,기혼,공격투자형,2037000
남,50대,3000만원미만,사무종사자,미혼,위험중립형,1685000
남,40대,5000만원미만,서비스업,기혼,위험중립형,5477000
여,40대,10000만원이상,서비스업,미혼,위험중립형,37647000
여,60대,10000만원미만,사무종사자,기혼,공격투자형,16833000
여,40대,3000만원미만,자영업,기혼,공격투자형,1463000
여,20대,3000만원미만,서비스업,미혼,안정추구형,4891000
여,30대,5000만원미만,서비스업,미혼,적극투자형,8685000
여,40대,5000만원미만,서비스업,미혼,적극투자형,4654000
여,30대,1000만원미만,전문직,기혼,안정추구형,276000
여,30대,10000만원미만,전문직,미혼,적극투자형,14912000
남,60대,3000만원미만,기타,기혼,적극투자형,2360000
남,60대,10000만원이상,자영업,기혼,안정추구형,38620000
남,50대,5000만원미만,기타,미혼,적극투자형,3547000
여,50대,3000만원미만,서비스업,미혼,공격투자형,2361000
여,30대,10000만원미만,자영업,기혼,적극투자형,15213000
남,50대,3000만원미만,자영업,미혼,위험중립형,4156000
남,50대,1000만원미만,서비스업,기혼,안정추구형,574000
남,20대,10000만원미만,서비스업,기혼,안정형,18746000
여,30대,1000만원미만,사무종사자,기혼,적극투자형,690000
남,40대,10000만원미만,전문직,기혼,안정추구형,9727000
남,60대,3000만원미만,사무종사자,기혼,적극투자형,3681000
남,30대,3000만원미만,자영업,미혼,적극투자형,2589000
남,20대,3000만원미만,기타,미혼,안정추구형,1920000
남,60대,10000만원이상,전문직,미혼,위험중립형,43294000
여,50대,1000만원미만,사무종사자,기혼,적극투자형,598000
여,20대,3000만원미만,기타,기혼,안정추구형,2492000
남,40대,10000만원이상,사무종사자,기혼,공격투자형,117654000
여,40대,3000만원미만,기타,기혼,공격투자형,2107000
남,30대,10000만원이상,자영업,미혼,안정추구형,41225000
여,60대,10000만원미만,전문직,미혼,적극투자형,14713000
남,30대,1000만원미만,기타,미혼,안정형,478000
여,20대,5000만원미만,사무종사자,기혼,적극투자형,5869000
여,40대,3000만원미만,서비스업,기혼,공격투자형,2468000
남,30대,3000만원미만,전문직,기혼,안정형,3557000
남,60대,10000만원미만,자영업,미혼,공격투자형,13041000
여,60대,5000만원미만,서비스업,미혼,공격투자형,8511000
남,30대,3000만원미만,자영업,기혼,안정추구형,2282000
남,20대,10000만원미만,기타,미혼,공격투자형,20126000
여,30대,10000만원미만,자영업,기혼,공격투자형,33173000
여,50대,10000만원미만,서비스업,기혼,안정추구형,12225000
여,60대,3000만원미만,전문직,기혼,안정형,3455000
남,20대,5000만원미만,사무종사자,미혼,위험중립형,15963000
여,30대,5000만원미만,기타,기혼,위험중립형,6005000
여,60대,10000만원미만,사무종사자,미혼,안정추구형,6446000
남,30대,5000만원미만,자영업,기혼,적극투자형,5313000
여,60대,1000만원미만,자영업,기혼,공격투자형,733000
남,50대,3000만원미만,서비스업,기혼,적극투자형,1781000
여,30대,5000만원미만,자영업,미혼,공격투자형,3604000
남,20대,10000만원이상,서비스업,기혼,위험중립형,32968000
남,60대,10000만원미만,서비스업,미혼,적극투자형,10831000
남,50대,5000만원미만,사무종사자,미혼,공격투자형,5115000
여,60대,10000만원미만,전문직,기혼,공격투자형,17258000
남,20대,5000만원미만,사무종사자,기혼,위험중립형,9578000
남,30대,5000만원미만,사무종사자,기혼,안정추구형,2559000
여,40대,1000만원미만,자영업,기혼,위험중립형,840000
남,30대,5000만원미만,전문직,기혼,안정형,7030000
남,50대,3000만원미만,기타,기혼,공격투자형,4124000
여,50대,3000만원미만,전문직,미혼,안정형,2875000
남,50대,5000만원미만,사무종사자,기혼,적극투자형,4122000
여,20대,3000만원미만,기타,미혼,위험중립형,2013000
여,60대,10000만원미만,전문직,기혼,적극투자형,22138000
남,40대,5000만원미만,사무종사자,기혼,안정형,6126000
남,50대,5000만원미만,전문직,미혼,안정추구형,7232000
여,40대,1000만원미만,전문직,기혼,적극투자형,707000
남,40대,5000만원미만,자영업,미혼,안정형,4121000
남,30대,10000만원미만,사무종사자,기혼,공격투자형,23540000
남,40대,3000만원미만,서비스업,기혼,공격투자형,2973000
남,30대,10000만원미만,사무종사자,기혼,안정추구형,17020000
여,30대,1000만원미만,자영업,기혼,안정형,1096000
남,40대,10000만원미만,사무종사자,기혼,안정추구형,13970000
